인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
857,별마로천문대,강원도 영월군 천문대길 397,#강원도#춘천#관광지#천문대,033-372-8445,http://www.yao.or.kr,매주 월요일 명절연휴 공휴일 다음날,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AQ0003_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원,주차 가능무료주차,별마로 천문대는 강원도 영월읍 영흥리 봉래산 정상에 건설된 국내 최대 규모의 천문대이다. 별마로란 별 마루(정상) 로(고요할 로)의 합성어로 별을 보는 고요한 정상 이라는 뜻이다. 연간 관측일수가 196일로 우리나라 평균 116일보다 훨씬 많아 국내 최고의 관측 여건을 가지고 있는 별마로천문대는 2001년 10월 13일에 개관하였다.
858,봉래산산림욕장,강원도 영월군 천문대길 397,#강원도#춘천#관광지#자연휴양림,033-370-2426,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AO0018_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,영월 관내 자연휴양림과 산림욕장이 인기를 끌고 있다. 산림욕장은 15㎞의 순환산책로와 주차장 등 기반시설은 물론 산림욕 의자 영월읍 시가지를 한눈에 바라볼 수 있는 전망대 야외탁자 및 평상 등 편의시설과 체육시설을 갖추고 있다. 또 천문대로 통하는 임도 주변에는 벌개미취 등 다양한 야생화가 심어져 있다.
859,선돌,강원도 영월군 영월읍 방절리 산 122,#강원도#춘천#관광지#자연생태,033-370-2544,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AN0024_I_04.JPG&w=454&h=242,무료,주차 가능무료주차,선돌은 영월읍 방절리 서강 안에 절벽을 이룬 곳에 위치해 있는데 높이 70m 정도의 바위이다. 선돌은 마치 큰칼로 절벽을 쪼개내리다 그친 듯한 형상을 이룬 입석을 말한다. 이 입석의 바로 앞에 우뚝 선 기암은 신비스럽다. 또한 절벽과 입석 사이로 내려 보이는 강물은 마치 금강산의 일부를 보는듯한 절경을 이루고 있어 많은 관람객들이 찾아와 선돌을 구경한다.
860,고씨굴,강원도 영월군 영월동로 1117,#강원도#춘천#관광지#자연생태,033-370-2621,http://www.ywtour.com,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AN0022_I_05.JPG&w=454&h=242,성인 1200~3000원 / 청소년어린이군인 1100~2400원 / 미취학국가유공자및배우자장애인65세이상  무료,110대 주차 가능무료주차,영월서부시장인근 버스정류장에서 17번 미니버스를 타면 시간은 20분정도 소요된다. 4억 년의 신비를 들여다 볼 수 있는 고씨굴은 우리나라의 대표적 동굴의 하나로 임진왜란 당시 고씨가족이 피난하였던 곳이라하여 붙여진 이름이며 그 밖에도 수도장 등으로 이용되어 왔다고 전한다. 예전에는 나룻배를 타고 폭 130m인 남한강을 건너 입구에 이르렀으나 지금은 동굴 입구까지 다리로 연결되어 있다.
861,장릉,강원도 영월군 단종로 190,#강원도#춘천#관광지#유적,033-374-4215,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AM0037_I_01.JPG&w=454&h=242,성인 1200~1400원 / 청소년 어린이 800~1200원 / 만 65세 이상 무료,주차 가능무료주차,영월 시내 중심부에 있는 장릉은 조선 6대 왕인 단종(재위 1452∼1455)이 잠든 곳으로 아버지 문종이 재위 2년 만에 승하하자 12세의 어린 나이로 왕위에 오르지만 숙부인 수양대군에게 3년 만에 왕위를 빼앗기고 죽임을 당한 단종 질곡 많은 어린 임금과의 인연으로 오랫동안 왕과 함께 울었던 영월 땅은 그의 생애 끝에서도 넓고 따뜻한 품을 내어주고 영원한 휴식을 선사했다.
862,봉래산,강원도 영월군 천문대길 397,#강원도#춘천#관광지#산,033-370-2719,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AI0029_I_06.JPG&w=454&h=242,무료,주차 가능무료주차,강원도 영월군 영월읍 영흥리와 삼옥리에 위치한 산으로 영월의 북동쪽에 우뚝 솟아 있다. 예로부터 봉래채운(蓬萊彩雲)이라 하여 영월팔경 중 하나인 봉래산은 800m 높이로 사방으로 조망이 뛰어난 영월의 주산이다. 등산과 함께 패러글라이딩 체험이나 밤하늘의 별자리를 관측하는 독특한 경험을 함께할 수 있어 가족 산행에 그만이다.
863,호야지리박물관,강원도 영월군 무릉법흥로 303,#강원도#춘천#관광지#박물관,033-372-8878,http://www.geomuseum.co.kr/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0086_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,호야지리박물관은 지리 교육에 평생을 바친 호야 양재룡선생님이 사재를 털어 설립한 국내최초의 지리 테마 시설 박물관이다.이곳은 우리나라 광물 자원의 천연 표본실이자 카르스트 지형 석회암 동굴 등 각종 지리 지형 현상이 집약되어 있는 영월에 위치해 있어 ‘지리’라는 테마와 잘 어우러진다.
864,호안다구박물관,강원도 영월군 김삿갓면 내리계곡로 1088,#강원도#춘천#관광지#박물관,033-378-5779,http://www.ywmuseum.com/section/hoan/html/main.jsp,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0085_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,3000년 차의 향이 솔솔 풍기는 곳 다양한 차문화의 흐름을 알 수 있는 박물관이다. 자연경관이 수려한 지역에 위치하고 있으며 특히 맑게 흐르는 내리천은 차의 근본이 물임을 나타내고 있다. 어린이부터 성인까지 차와 관련된 작품의 감상과 다도 및 제다실습을 자연과 함께 체험 할 수 있는 곳으로 문화 예술 전통예절 등의 교육장으로서 최적의 요건을 갖추고 있다.
865,초등교육박물관,강원도 영월군 북면 밤재로 7,#강원도#춘천#관광지#박물관,033-375-1223,http://www.ywmuseum.com/section/elementary/page/index.jsp,매주 월요일 1월 1일 명절,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0083_I_10.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,영월초등교육박물관은 조선시대 개화기 일제 강점기 교수요목기 교육과정기(1~7차)까지의 교육 역사의 흐름을 파악할 수 있는 곳이다. 시대별 교과서는 물론 각종 교육 관련 자료를 발굴하고 체계적으로 전시하고 있다. 이를 통해 교육문화의 창달은 물론 자라나는 아이들과 청소년들에게는 인성교육과 체험학습의 기회를 제공한다. 어른들에게는 지나간 옛 추억을 회상시킬 수 있는 기회를 제공하고 있다. 초등교육의 과거를 통한 미래의 교육을 함께 살펴볼 수 있는 전시의 장이다.
866,조선민화박물관,강원도 영월군 김삿갓로 431-10,#강원도#춘천#관광지#박물관,033-375-6100,http://www.minhwa.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0082_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,강원도 영월군 하동면 와석리 김삿갓 묘소 옆에 위치한 민화박물관이다. 산기슭에 안긴 듯한 풍경의 조선민화 박물관은 무려 3000여 점의 귀중한 민화들을 소장 전시하고 있다. 또한 이곳을 찾는 사람들이 잠시 머무를 수 있는 숙소가 준비되어 있어 자연 산장 같은 정겨운 느낌을 준다. 조선시대를 중심으로 한 미화를 수집하고 보전 전시하여 많은 이들에게 민화의 가치와 소중함을 일깨우기 위해 2000년에 건립도니 국내 최초의 민화 전문 박물관이다.
867,인도미술박물관,강원도 영월군 송학주천로 899-6,#강원도#춘천#관광지#박물관,033-375-2883,http://www.ywmuseum.com/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0081_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,인도미술박물관은 1981년부터 인도미술에 매료되어 인도에 살고 여행하며 여러 차례 인도사회와 인도인의 삶을 주제로 한 개인전을 개최한 미술가 박여송 관장과 인도 지역연구를 하는 남편 백좌흠 교수가 그동안 하나씩 모아온 다양한 인도미술품들을 전시하고 있다. 또한 인도미술 기범들에 대한 체험과 헤나 바디페인팅 인도 의상문화 체험 인도 홍차 체험 등 다양한 인도문화체험 프로그랭을 운영한다. 또한 지역주민들을 위한 인도영화상영 요가 및 명상교실을 마련하여 지역주민과의 소통 및 사회교육의 장이 되어주는 곳이다.
868,영월화석박물관,강원도 영월군 평창강로 139,#강원도#춘천#관광지#박물관,033-375-0088,http://ywmuseum.com/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0080_I_09.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,영월화석박물관에는 46억년 지구의 신비함이 고스란히 전시되어 있다. 선캄브리아누대부터 현생누대까지 원생대부터 고생대 중생대 신새대의 곤충화석까지 각 기별로 다양하게 전시되어 있다. 특히 영월지역은 5억년 전 바다였다는 사실을 확인할 수 있다. 이처럼 영월화석박물관에 오면 학생에게는 배울 거리를 어른에게는 흥미로움을 제공해주는 동시에 46억년 지구 생물의 변화를 한눈에 살펴볼 수 있는 교육의 장이 된다.
869,영월종교미술박물관,강원도 영월군 북면 시루산길 122-2,#강원도#춘천#관광지#박물관,033-378-0153,http://www.ywmuseum.com/section/jongkyo/page/index.j네,매주 화요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0079_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,종교미술박물관은 프랑스 독일 로마의 목공방에서 도제시절부터 평생을 이어져온 최바오로 작가의 역장인 성화와 성상조각작품을 감상 할 수 있는 곳이다. 전시관 2동에는 직접 성서를 기반으로 제작한 100여점의 주 전시작품이 전시되어 있고 수장고에는 약 600여점의 작품들이 시기적으로 교체되면서 전시되고 있다.
870,영월음향역사박물관,강원도 영월군 내리계곡로 18,#강원도#춘천#관광지#박물관,033-370-2050,http://slowcityksg.kr/,매주 월요일 1월 1일 명절연휴,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0078_I_01.JPG&w=454&h=242,성인 5000원 / 청소년 4000원 / 어린이 3000원,주차 가능무료주차,영월음향역사박물관은 폐교를 활용한 130평방미터 공간에 1920년대부터 사랑을 받아온 진공관 라디오를 비롯해 1950년부터 본격적으로 시판되기 시작한 트랜지스터라디오 등 국내외 라디오의 변천사를 엿볼 수 있는 각종 라디오들이 전시되어 있다. 라디오 250여점과 축음기 녹음기 사진기 등 다채로운 소장품 등이 전시되어 있다. 
871,영월미디어기자박물관,강원도 영월군 서강로 1094,#강원도#춘천#관광지#박물관,033-372-1094,http://www.ywmuseum.com/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0077_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,영월에는 국내 최초의 기자박물관이 있다. ‘영월미디어기자박물관’은 청소년의 올바른 미디어 이해를 위해 3개의전시실과 야외전시실 프레스룸 등이 마련되어 있다. 현장의 기자들이 사용했던 완장 비표 타자기 카메라 출입기자증 등과 과거 정기간행물 우리나라의 취재 할 때 사용 했던 모든 도구 들이 전시되어 있다.영월미디어기자 박물관은 한성순보부터 최근 신문 보도자료까지 한국신문의 역사 670년대 방송기자들의 취재용품과 기자들의 모습 등을 재현하여 볼 수 있도록 마련되어 있으며 국내정기간행물 1800여 점 전시 및 기자들이 쓴 저서 언론관련 서적 전기 등 또한 감상할 수 있다.
872,영월동굴생태관,강원도 영월군 김삿갓면 진별리 506-22,#강원도#춘천#관광지#박물관,033-372-6828,http://www.ywmuseum.com/section/donggul/page/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0076_I_01.JPG&w=454&h=242,성인 2000~3000원 / 청소년 1500~2000원 / 어린이 1500~2000원,주차 가능무료주차,영월동굴생태관은 각 분야의 동굴 전문가들의 자료를 관람객에게 효과적으로 전달할 수 있도록 기획하고 설계한 우리나라 최초의 전시 시설물이다. 동굴연구소 회의실 등을 갖추고 있으며 지하 12층 전시관은 5개 구역으로 나눠 ‘석회는 누가 만드나’ ‘숨어있는 동굴생물’ ‘어두워도 부딪히지 않아’ ‘박쥐에 대한 진실’ ‘신비한 동굴탐험’ 등 14개의 테마로 구성되어 있다.
873,아프리카미술박물관,강원도 영월군 영월동로 1107-1,#강원도#춘천#관광지#박물관,033-372-3229,http://www.aamy.kr/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0074_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,200대 주차 가능무료주차,영월 아프리카미술박물관 조명행 관장이 아프리카 주재 대사 시절 모은 수집품들과 16개국 주한아프리카 대사관이 출품한 300여점의 작품 현대 미술품 등을 전시되어 있고 아프리카 여러 부족의 생활 의식 신앙 축제 등 다양한 전통문화와 특징을 한 자리에서 볼 수 있다.
874,세계민속악기박물관,강원도 영월군 연당로 123,#강원도#춘천#관광지#박물관,033-372-5909,http://www.e-musictour.com,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0072_I_01.JPG&w=454&h=242,성인 5000원 / 청소년어린이 4000원 / 미취학 3000원,주차 가능무료주차,세계민속악기박물관은 세계 각국의 진귀한 악기들을 전시한 악기박물관이며 100여 개국 2000여점의 악기를 소장하고 있고 지구촌 다양한 악기를 직접 만지고 연주할 수 있는 체험기회도 제공하고 있는 곳 이여서 세계 다양한 악기들을 통해 수많은 민족의 역사와 문화 그에 깃든 삶의 모습들까지 들여다볼 수 있다.
875,묵산미술박물관,강원도 영월군 김삿갓면 김삿갓로 697-6,#강원도#춘천#관광지#박물관,033-374-7249,http://cafe.daum.net/muksan-art,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0071_I_01.JPG&w=454&h=242,성인 4000원 / 청소년 3000원 / 어린이 2000원,주차 가능무료주차,영월군 김삿갓면 김삿갓 계곡에 자리 잡은 ‘묵산미술박물관’은 뒤로는 장군봉과 세종대왕 바위가 병풍처럼 감싸고 앞으로는 계곡의 맑은 옥수가 흐르는 절경에 위치해 있다. 또한 묵산미술박물관은 제1관 조선시대관 2관 근현대미술전시관 제3관 세계어린이미술관 제4관 서예전시관 제5관 미술체험관과 숙박 가능한 1박2일 체험관을 갖추고 있어 다양한 체험이 가능하다.주변 관광지 연계도 편리하며 김삿갓 유적지 고씨굴 청령포 장릉 별마로 천문대 등 단체나 가족단위 체험을 할 수 있다.
876,만봉불화박물관,강원도 영월군 망경대산길 135-3,#강원도#춘천#관광지#박물관,033-372-5009,http://www.shinwon.or.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0070_I_01.JPG&w=454&h=242,성인 3000~5000원 / 청소년군인 2000~3000원 / 어린이 1000~2000원,주차 가능무료주차,만봉불화박물관은 중요무형문화제 제48호로 지정되신 만봉스님의 훌륭한 작품을 보존하고 전시하고 있다. 그리고 작품에 대한 이해와 연구를 통하여 만봉스님의 업적과 세계관 더 나아가 한국불교문화의 우수성을 알리고 있는 곳이다. 만봉스님의 유물과 탱화 등 불화작품 수 백점 도자기 등 수 백점을 감상할 수 있다. 특히 2012년 12월 강원도 유형문화재로 지정된 초(불화작품 밑그림) 10점이 전시되어 있어 더욱 풍부한 볼거리를 선사하고 있다.
877,김삿갓문학관,강원도 영월군 김삿갓로 216-22,#강원도#춘천#관광지#박물관,033-375-7900,,매주 월요일 1월1일 설날 추석,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0066_I_01.JPG&w=454&h=242,성인 1000원 / 청소년어린이 500원,주차 가능무료주차,강원도 영월군 김삿갓면 와석리에 위치한 김삿갓문학관은 강원의 얼 선양사업의 하나로 2003년 개관됐으며 관련 연구자료 전시실과 함께 야외에 시비가 조성돼 있으며 전국각지를 방랑하며 서민들의 애환과 양반의 잘못된 생활상을 시로 표현한 방랑시인 난고 김삿갓(본명 김병연 1807~1863)의 업적과 문학세계를 한눈에 볼 수 있다.
878,국제현대미술관,강원도 영월군 삼옥길 31,#강원도#춘천#관광지#미술관,033-375-2752,http://www.ywmuseum.com/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0065_I_01.JPG&w=454&h=242,성인 4000~5000원 / 청소년 3000~4000원 / 어린이 2000~3000원,주차 가능무료주차,영월에는 20여개의 공립 사립 미술관과 박물관이 있어서 ‘지붕 없는 박물관의 도시’라고도 불린다. 이 중에서도 국제현대미술관은 프랑스와 이탈리아 등 70개국의 조각 작품 350여점과 60여점의 상설 전시 등 수준 높은 다양한 작품이 마련되어 있다. 폐교된 삼옥초등학교를 활용하여 만든 미술관으로 야외조각공원이 잘 꾸며져 있어 영월의 멋진 경치와 함께 작품을 감상하기에 좋은 곳이다. 예술가와 대중과의 만남의 장소도 마련되고 있다고 하니 일정을 살펴보고 찾아가면 더욱 좋다. 
879,강원도탄광문화촌,강원도 영월군 밤재로 351,#강원도#춘천#관광지#체험마을,033-372-1520~1,http://www.ywmuseum.com/,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0064_I_01.JPG&w=454&h=242,성인 700원~2000원 / 청소년 500원~1400원 / 어린이 300원~1000원,75대 주차 가능무료주차,영월군 북면 마차리 일원에 있는 ‘강원도 탄광문화촌’은 과거 대표 에너지원인 석탄과 탄광촌 광부들의 생활 모습을 「영월 마차리 탄광촌의 흔적」으로 재조명하여 과거 검은 황금으로 불리었던 석탄의 폭 넓은 이해와 산업 역군의 주역으로 활약해 온 탄광 근로자들의 생활을 체험할 수 있는 테마형 문화공간이다.
880,김삿갓 계곡,강원도 영월군 김삿갓면 와석리,#강원도#춘천#관광지#계곡,033-370-2531,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AB0012_I_02.JPG&w=454&h=242,무료,주차 가능무료주차,김삿갓 묘가 위치해 있어 유명해진 인근 계곡이다. 김삿갓 계곡은 김삿갓이 생전에 무릉계라 칭했을 만큼 빼어난 경치를 지녔다. 관광지로 지정되지 않았지만 오염이 안 되고 보존이 잘 되어 최근에는 이곳의 캠핑장을 찾는 사람들의 발길이 끊이질 않고 있다.인근 내리계곡의 크낙새와 법흥사 적별보궁 오르는 길의 딱따구리 그 외 동강과 서강이 기암을 돌아 흐르는 곳에 사는 수달 수리부엉이 비오리 검독수리 작은 소쩍새 올빼미 황조롱이 오리떼 등은 이 지역이 과연 있는 그대로의 생태박물관임을 입증한다. 영월군은 이 계곡과 내리계곡 등 인근의 계곡을 번갈아가며 휴식년제를 취하고 있으므로 확인 후 출발해야 한다.
881,상동꼴두바우,강원도 영월군 상동읍 구래리,#강원도#춘천#관광지#자연생태,033-374-2101,http://www.orcamping.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0056_I_01.JPG&w=454&h=242,무료,없음없음,영월 상동읍의 상징인 꼴도 바우를 배경으로 한 꼴두바우축제가 매년 열리고 있다. 최근에는 행사 규모를 약간 축소하는 대신 다양한 체험 프로그램을 마련하여 많은 관광객들의 발을 찾게 만들고 있다. 또한 지역 문화가 녹아있는 행사 프로그램으로 곽광을 받고 있다.
882,외룡캠핑장,강원도 영월군 영월동로 2696,#강원도#춘천#관광지#캠핑장,033-378-5376,http://www.orcamping.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0147_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,외룡캠핑장은 강원도 영월군 김삿갓면 영월 동로에 위치한 탁 트인 경치와 웅장한 사이트 크기 더운 여름에 더위를 한 번에 날려줄법한 대 형수 형장이 있는 이곳은 외룡 캠핑장입니다. 인근에 있는 계곡에는 아직 멍들지 않은 푸른 물이 있어 가족 연인 단위로 피서로 제격이다.
883,상동통나무캠핑장,강원도 영월군 태백산로 3419,#강원도#춘천#관광지#캠핑장,033-378-6622,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0146_I_05.JPG&w=454&h=242,무료,주차 가능무료주차,상동통나무캠핑장은 영월군에 위치한 작고 아담한 크기의 캠핑장이다. 산과 어우러진 영월 강변 저류지의 모습은 감탄을 일으키며 넓은 들판도 펼쳐져 있어 아이들이 뛰어놀기에도 좋다. 연인보다는 가족 단위의 캠퍼들이 많다. 
884,장산야영장캠핑장,강원도 영월군 상동읍 천평리 58-1,#강원도#춘천#관광지#캠핑장,033-378-3001,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0142_I_09.JPG&w=454&h=242,무료,주차 가능무료주차,강원도 영월군 상동읍 칠랑의 계곡의 장산 야영장 강원도 영월 여행에서 빠질 수 없는 인기 피서지인 이곳은 더위에 지친 사람들에게 인기 피서지로 부상하고 있다. 한여름에도 한기를 느낄 만큼 시원하며 한번 오면 잊지 못해 매년 사람들의 발길을 되찾게 한다.
885,제이큐브미술관,강원도 영월군 사지막길 56,#강원도#춘천#관광지#미술관,070-4140-1786,http://www.jcubemuseum.com,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AH0145_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,강원도 영월군 영월읍 사지 막길에 위치한 제이큐브미술관은 바로 곁에 국제 현대미술관이 있어서 더욱 지역 문화의 빛을 더 해주고 있다. 최근에는 생활 속의 행복 만들기라는 주제로 박창재 장우수 작가들의 작품들로 많은 사람들의 발길이 끊이질 않고 있다. 
886,동강시스타CC,강원도 영월군 영월읍 삼옥리 362,#강원도#춘천#관광지#레저스포츠,033-905-2800,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AF0192_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,동강시스타CC는 영월군 영월읍 삼옥리에 있으며 85만평으로 퍼블릭 18홀미만으로 분류되며 1홀부터 9홀까지 코스가 있다. 골프예약은 3주전부터 전날까지 받으므로 이 사이에 예약을 해야한다. 자연속에서 펼쳐지는 짜릿한 골프를 하고 싶다면 동강시스타CC를 찾는 것을 추천한다.
887,강변저류지 홍보관,강원도 영월군 영월읍 방절리 263-4,#강원도#춘천#관광지#전시관,033-372-1263,,매주 월요일 화요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0053_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,영월강변저류지 홍보관은 단종이 유배를 떠나 머물렀던 국가지정명승지인 청령포 바로 앞에 위치하고 있다. 2012년 준공된 영월강변저류지와 더불어 청령포 장릉영월 10경 등을 소개하고 있다. 야외시설이 많은 영월의 관광지들을 소개하고 관광객들에게 휴식공간과 관광지 소개 전시들을 제공하기 위해 설치되었다.
888,당나귀체험,강원도 영월군 영월로 931,#강원도#춘천#관광지#이색체험,033-372-8952,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0001_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,당나귀 체험은 당나귀를 타고 산악을 누비는 퓨전 레포츠이다. 수천 년 전 영월의 원시마을을 탐험하듯 이색체험을 즐길 수 있어 가족단위 관광객에게 큰 호응을 얻고 있다. 훈련을 마친 당나귀를 이용하기에 안전하다. 어린이들을 위한 완만한 지형과 산길의 정취를 느낄 수 있는 코스， 난이도 높은 코스 등 관광객 유형에 맞는 다양한 코스를 즐길 수 있다. 
889,강변저류지,강원도 영월군 영월읍 방절리 263-4,#강원도#춘천#관광지#호수,033-372-1263,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AX0013_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,영월 강변저류지는 침수피해와 홍수를 예방하기 위해 조성되었다.  생태·문화 관광지로 구름다리 홍보관과 같은 시설물과 생태공원 자전거도로 5.2km의 산책로도 조성되었다. 또한 캠핑장을 운영하여 온 가족이 즐길 수 있는 생태 관광지이다.
890,영월군 용소폭포,강원도 영월군 영월읍 연하리,#강원도#춘천#관광지#폭포,1577-0545,http://www.ywtour.com/Enjoy?num=69834,없음,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AU10001_I_01.JPG&w=454&h=242,없음,주차 가능무료주차,용이 승천한 전설이 있는 곳 용소폭포 용소폭포는 영월읍 연하리에 있는 폭포이다. 약 6m의 높이이며 이 높이의 절벽에서 물이 내리쏟아지고 있는데 폭포수 밑에 낙수로 인해 파인 곳이 용소이다.
891,느티나무쉼터,강원도 영월군 김삿갓면 내리계곡로 1106,#강원도#춘천#관광지#캠핑장,010-9451-5800,http://www.naeri.net/,없음,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10044_I_01.JPG&w=454&h=242,없음,주차 가능무료주차,느티나무 쉼터는 강원도 영월군 김삿갓면 내리계곡로에 있으며 사이트 수는 1캠핑장은 38 사이트 2캠핑장은 59 사이트가 있으며 숙박은 캠핑과 방가로 민박으로 나누어져 있다. 1캠핑장은 나무 그늘이 많고 매점과 붙어 있으며 2캠핑장은 도보 5분 거리에 떨어져서 내리계곡을 따라 인접하여 90% 사이트가 계곡을 끼고 있다. 여름 성수기에는 예약 전화가 많이 와 느티나무 쉼터를 이용하려면 전화로 예약하는 게 좋다.
892,물바람 농장 캠프,강원도 영월군 영월읍 영월로 3206-2,#강원도#춘천#관광지#캠핑장,033-374-4701,http://pokpo.tistory.com/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10040_I_05.JPG&w=454&h=242,없음,주차 가능무료주차,물 바람 버섯농장은 강원도 영월군 영월읍에 있으며 버섯의 이름과 종류 등 버섯의 모든 것을 배울 수 있으며 자연과 생명의 소중함을 일깨워 주는 체험교육의 장이다. 계곡과 찜질방 산림욕장 샤워실 족구장 세미나실 골프장 및 바비큐장 버섯 전문 식당 펜션 오토캠핑장 게스트하우스 주유소가 마련되어 있어 편리하게 즐길 수 있는 곳이다.
893,성동 힐링캠프,강원도 영월군 영월읍 동강로 1488-23,#강원도#춘천#관광지#캠핑장,033-375-8870,http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13G080010000,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10039_I_16.JPG&w=454&h=242,없음,주차 가능무료주차,성동 힐링캠프는 강원도 영월군 영월읍에 위치한 야영장이다. 지상 1층에는 펜션 동 객실 5실이 마련되어 있으며 글램핑장 5동 야영장 10동이 마련되어 있다. 대지면적 6116㎡ 1853평이고 건물은 3577㎡ 108평이다. 부대시설로는 샤워실 공동취사장 야외화장실 야외개수대 족구장 등이 있다.
894,큐브존 캠핑장,강원도 영월군 한반도면 한반도로 794-22,#강원도#춘천#관광지#캠핑장,010-5396-3614,http://www.cubezone.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10038_I_04.JPG&w=454&h=242,없음,주차 가능무료주차,강원도 영월군 한반도지형인 선암마을 입구에 위치한 큐브존 펜션 및 캠핑장은 1만 평의 대지에 자연석을 중심으로 카페 수영장 캠핑을 위한 부대시설 등을 두루 갖추고 있는 자연속의 힐링 공간이다. 큐브존은 숲이 사방으로 둘러싸인 산자락에 위치하여 도심에서 느낄 수 없는 밤하늘의 정취와 숲속의 고요함에 자연휴양림같이 편안함을 선사한다. 펜션 동은 5개 동이며 사이트는 파쇄석 자갈과 데크마루의 두 가지 형태이며 주차는 바로 옆에 할 수 있도록 세팅되어 있으며 어린이 수영장을 비롯해 쾌적하고 깨끗한 샤워 화장실과 매점 및 카페도 운영하고 있다.
