인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
476,江华历史博物馆강화역사박물관,仁川广域市江华郡河岾面江华大道 994-19(河岾面)인천광역시 강화군 하점면 강화대로 994-19,##한국#관광지#관광명소#여행지,咨询 82-32-934-7887,,,http://tong.visitkorea.or.kr/cms/resource/81/1876581_image2_1.jpg,,,      江华历史博物馆于2010年开馆，位于世界文化遗产第137号江华支石墓公园内，是为了保存、展示以及研究先史时期到近现代在江华岛出土的文物而设立的。
477,江华郡农耕文化馆(강화군농경문화관),仁川广域市江华郡佛恩面中央路742-2号인천광역시 강화군 불은면 중앙로 742-2,##한국#관광지#관광명소#여행지,预约和咨询 032-930-4130 4126 4127,,,http://tong.visitkorea.or.kr/cms/resource/97/1579297_image2_1.jpg,,,
478,江华草芝镇(강화 초지진),仁川广域市江华郡吉祥面海岸东路58인천광역시 강화군 길상면 해안동로 58,##한국#관광지#관광명소#여행지,+82-32-930-7072,http://www.ghss.or.kr,,http://tong.visitkorea.or.kr/cms/resource/31/688631_image2_1.jpg,,,
479,广城堡(광성보),仁川广域市江华郡佛恩面海岸东路466号街27号(佛恩面)인천광역시 강화군 불은면 해안동로466번길 27 (불은면),##한국#관광지#관광명소#여행지,+82-32-930-7070,www.ghss.or.krwww.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/82/2363682_image2_1.jpg,,,
480,仁川港闸门(인천항 갑문),仁川市中区月尾路376号(北城洞1街)인천광역시 중구 월미로 376  (북성동1가),##한국#관광지#관광명소#여행지,闸门运营事务所 +82-770-4519,http://www.icpa.or.kr,,http://tong.visitkorea.or.kr/cms/resource/61/1577661_image2_1.jpg,,,
481,仁川站(인천역),仁川广域市中区济物梁路269(北城洞1街)인천광역시 중구 제물량로 269 (북성동1가),##한국#관광지#관광명소#여행지,KORAIL http://www.letskorail.com (韩、英、日、中),,,http://tong.visitkorea.or.kr/cms/resource/64/1577664_image2_1.jpg,,,      仁川站位于仁川中区北城洞，是京仁线铁路的终点站，紧邻仁川港。信息提供 韩国铁道公社KORAIL
482,月尾主题乐园(월미테마파크),仁川广域市中区月尾文化路81号(北城洞1街)인천광역시 중구 월미문화로 81 (북성동1가),##한국#관광지#관광명소#여행지,月尾主题公园 +82-32-761-0997  MY LAND +82-32-765-2490,www.my-land.co.kr,,http://tong.visitkorea.or.kr/cms/resource/72/1577672_image2_1.jpg,,,
483,江华长花里沙滩(강화 장화리 갯벌),仁川广域市江华郡华道面海岸南路인천광역시 강화군 화도면 해안남로,##한국#관광지#관광명소#여행지,观光咨询处032-932-5464,http://www.ganghwa.go.krhttp://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/06/643606_image2_1.jpg,,,
484,仁川景西洞绿靑瓷窑址(인천 경서동 녹청자 요지),仁川广域市西区陶窑址路52(景西洞)인천광역시 서구 도요지로 54 (경서동),##한국#관광지#관광명소#여행지,文化观光体育科 +82-32-560-4343,http://www.seo.incheon.krhthttp://itour.incheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/63/1577563_image2_1.jpg,,,
485,沿岸码头(연안부두),仁川市中区沿岸码头路70号 (港东7街)인천광역시 중구 연안부두로 70 (항동7가),##한국#관광지#관광명소#여행지,观光文化科 032-760-7530, icjg.go.kr www.incheon.go.kr ,,http://tong.visitkorea.or.kr/cms/resource/59/624759_image2_1.jpg,,,
486,韩国煤气公社煤气科学馆(한국가스공사 가스과학관(인천)),*按事前预约制运营中*平日为团体观光，周末为个人和家庭观光,##한국#관광지#관광명소#여행지,韩国煤气公社煤气科学馆 http://www.kogas.or.kr,,,http://tong.visitkorea.or.kr/img/vk/chs/board/noimg.jpg,,,[展望台] 象征着煤气火花，在展望台上能欣赏仁川生产基地和西海美丽的海景。[煤气科学馆] 通过各种工具了解天然煤气。[科学广场] 展现科学家们用现代的能量为科学发电所做出的贡献，并引领未来科学的发展。门票 免费预约 事前预约(预约咨询TEL 032-822-4492 ~ 4)- 平日(团体观光) / 周末(个人和家庭观光)
487,龙宫寺(仁川)용궁사(인천),仁川广域市中区云南路199-1인천광역시 중구 운남로 199-1 (운남동),##한국#관광지#관광명소#여행지,龙宫寺 +82-32-746-1361,,,http://tong.visitkorea.or.kr/cms/resource/38/1577738_image2_1.jpg,,,
488,水道局山贫民村博物馆(수도국산달동네박물관),仁川广域市东区松光路51号(松现洞)인천광역시 동구 솔빛로 51 (송현동),##한국#관광지#관광명소#여행지,+82-32-770-6130,,,http://tong.visitkorea.or.kr/cms/resource/64/706564_image2_1.jpg,,,
489,江华Armiae World(강화아르미애월드),仁川广域市江华郡佛恩面中央路742-2인천광역시 강화군 불은면 중앙로 742-2,##한국#관광지#관광명소#여행지,代表电话 +82-32-930-4127Onsae迷宫公园 +82-32-930-4127药艾体验场 +82-32-934-2623 体验学校江华岛 +82-10-5349-2058江华农特产销售场 +82-32-934-9897 Dondollari餐厅 +82-32-937-9024,http://www.armiae.com,,http://tong.visitkorea.or.kr/cms/resource/58/2490358_image2_1.JPG,,,
490,江华禅源寺址(강화 선원사지),仁川市江华郡禅源面智山里 山133인천광역시 강화군 선원면 선원사지로 222,##한국#관광지#관광명소#여행지,江华郡厅文化艺术科(文化财)：+82-32-930-3627,http://tour.ganghwa.incheon.krhttp://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/47/1577247_image2_1.jpg,,,
491,龙兴宫(용흥궁),仁川广域市江华郡江华邑同门安路21号路16-1인천광역시 강화군 강화읍 동문안길21번길 16-1,##한국#관광지#관광명소#여행지,文化艺术科文化财组 +82-32-930-3033, www.ganghwa.incheon.kr ,,http://tong.visitkorea.or.kr/cms/resource/40/1575640_image2_1.jpg,,,
492,高丽宫址(고려궁지),仁川广域市江华郡江华邑北门路42(江华邑)인천광역시 강화군 강화읍 강화대로 394,##한국#관광지#관광명소#여행지,高丽宫址售票处 +82-32-930-7078,http://www.ghss.or.kr,,http://tong.visitkorea.or.kr/cms/resource/52/1575652_image2_1.jpg,,,
493,国立生物资源馆(국립생물자원관),仁川广域市西区环境路42(景西洞)인천광역시 서구 환경로 42 (경서동),##한국#관광지#관광명소#여행지,国立生物资源馆 82-32-590-7000,,,http://tong.visitkorea.or.kr/cms/resource/36/1578836_image2_1.jpg,,,
494,西浦里海边(서포리해변),仁川市瓮津郡德积面西浦里인천광역시 옹진군 덕적면 덕적남로587번길 15 (덕적면),##한국#관광지#관광명소#여행지,文化观光科（海水浴场） +82-32-899-2210, english.visitincheon.org  www.ongjin.go.kr  www.mydeokjeokdo.com ,,http://tong.visitkorea.or.kr/cms/resource/52/1868352_image2_1.jpg,,,
495,大沙滩海水浴场(하나개해수욕장),仁川中区舞衣洞인천광역시 중구 무의동 산189번지 (무의동),##한국#관광지#관광명소#여행지,管理事务所 032-751-8833 66, www.hanagae.co.kr,,http://tong.visitkorea.or.kr/cms/resource/67/191267_image2_1.jpg,,,
496,东仁川鲅鱼街(동인천 삼치거리),仁川广域市中区又玄路67号街57(钱洞)인천광역시 중구 우현로67번길 57 (전동),##한국#관광지#관광명소#여행지,中区厅 +82-32-760-7114,itour.incheon.go.krwww.icjg.go.kr,,http://tong.visitkorea.or.kr/cms/resource/61/728361_image2_1.jpg,,,
497,仁川中国城炸酱面街(인천 차이나타운 자장면거리),仁川市中区中国城路59号路12号 (善隣洞)인천광역시 중구 차이나타운로59번길 12 (선린동 북성동 일대),##한국#관광지#관광명소#여행지,仁川中国城032-810-2851, www.ichinatown.or.kr ,,http://tong.visitkorea.or.kr/cms/resource/81/728481_image2_1.jpg,,,
498,富平海鲜汤街(부평 해물탕거리),仁川广域市富平区富平文化街113(富平洞)인천광역시 부평구 부평문화로 113 (부평동),##한국#관광지#관광명소#여행지,+82-32-509-6114,itour.incheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/09/740109_image2_1.jpg,,,
499,德积岛(덕적도),仁川广域市瓮津郡德积面德积北路130인천광역시 옹진군 덕적면 덕적북로 130,##한국#관광지#관광명소#여행지,德积面 +82-32-899-3714,www.ongjin.go.kr,,http://tong.visitkorea.or.kr/cms/resource/84/2497484_image2_1.jpg,,,仁川瓮津郡德积面是由41个有人岛，无人岛组成的地区，其中，德积面和苏爷岛是代表岛屿。仁川沿岸客轮客运站前往德积码头需70分钟，每天2~4班船往返，交通便利，是可当日往返的最佳小岛。游客可以悬在在西浦里海边及苏爷岛海边露营或体验滩涂，也可在多样的登山路中选择一个一边观赏西海的景色一边享受登山的乐趣，亦或是在海岸迎着清风散步闲聊。此外，德积岛有大大小小42个岛屿，在飞鸟峰的知名观景台观赏岛屿的美景也是不错的选择。
500,实尾海水浴场(실미해수욕장),仁川中区舞衣洞인천광역시 중구 큰무리로 99 (무의동),##한국#관광지#관광명소#여행지,实尾园区 +82-32-752-4466, www.silmi.net,,http://tong.visitkorea.or.kr/cms/resource/90/190690_image2_1.jpg,,,
501,闵莫如海边(민머루해변),仁川广域市江华郡三山面Eoryujeong路212号街(三山面)一带인천광역시 강화군 삼산면 어류정길212번길 (삼산면) 일대,##한국#관광지#관광명소#여행지,三山面事务所 +82-32-932-3001,http://www.ganghwa.go.krhthttp://itour.incheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/93/2363693_image2_1.jpg,,,
502,仁川国际机场Spa on air(인천국제공항 스파온에어),※ 店面翻修中，预计2018年2月中旬开业(时间变动会再次通知),##한국#관광지#관광명소#여행지,温泉/浴场/SPA/汗蒸幕,,,http://tong.visitkorea.or.kr/cms/resource/67/1489767_image2_1.jpg,,,
503,仁川文鹤竞技场(仁川世界杯竞技场)인천문학경기장(인천월드컵경기장),仁川广域市南区买召忽路618(文鹤洞)인천광역시 미추홀구 매소홀로 618 (문학동),##한국#관광지#관광명소#여행지,+82-32-455-2677,,,http://tong.visitkorea.or.kr/cms/resource/60/1869660_image2_1.jpg,,,
504,江华和平展望台(강화평화전망대),※ 摩托车、自行车、步行禁止入内 ※ 乘车访问时，需在检问所确认司机身份证后领取出入通行证方可进入(乘坐大众交通不适用于此规定),##한국#관광지#관광명소#여행지,非武装地带游,,,http://tong.visitkorea.or.kr/cms/resource/94/631194_image2_1.jpg,,,      江华和平展望台开放于2006年末，这里原本是一处严格禁止民间通行的区域，位于两寺面铁山里民间禁止通行线北方林区内。整个展望台建筑分为地下1层，地上4层，在此可以观看到其他展望台难得一见的北方独特文化生态现况，该展望台建成于2008年9月5日。       展望台的地下1楼和地上4楼为军队专用设施。1层由出售江华特产及朝鲜特产的卖场、餐厅、管理办公室、统一许愿所、休息室等设施构成，2楼则设有高性能的望远镜和展现战争惨状和痕迹的展馆。展望台的3楼建有可观看到朝鲜土地的展望设施以及在阴天时可通过影像视频观看到朝鲜的全景大屏。       位于2层的展馆则由江华国防体验、朝鲜的挑衅、南北军事力量比较、统一政策、没有结束的战争、韩民族、朝鲜统一之路、韩国战争背景及国内外战争爆发过程、战争受害情况影像等主题内容组成。在朝鲜土地展望室中可看到前方2.3千米处隔海相望的礼成江、开城工团、临津江与汉江的交汇处、金浦爱妓峰展望台、坡州鳌头江统一展望台、一山新都市、朝鲜居民的生活面貌、宣传伪装村、开城工团塔、松岳山、各种障碍物等景象。       尤其是历史文化的发源地江华地区，通过将各种历史文化遗迹与旅游路线的有机结合，相对其他安保旅游项目来说，更具优势，深受游客的喜爱，预计今后将以更加优秀的服务面向大众。      * 规模 : 占地面积 9975㎡ 建筑面积 2277㎡ (地下1层 地上4层)休息日 年中无休体验活动/项目 安保旅游利用时间 12月 ~ 02月 - 09:00 ~ 17:00 ※ 各时期规定可能有所变动停车设施 可以停车入场费 单一观览券 - 成人 : 个人 2500韩元 团体 2200韩元 / 军人•青少年 : 个人 1700韩元 团体 1500韩元 / 儿童 : 个人 1000韩元 团体 800韩元 ※ 团体需20人以上 ※ 免费参观  - 国宾及其随行人员 / 外交使节及其随行人员 / 与监护人同行的6岁以下的婴幼儿 / 65岁以上的老人 - 为执行公务而进入的人员 / 国家有功者•参战有功者•独立有功者 / 残疾人及其监护人1人 - 江华居民(出示身份证) / 江华郡常驻官兵及其家属 / 其他郡守指定的免费入场人员 江华郡主要经典景点优惠(最多优惠20%) - 指定景点中选择3~4处：优惠15% / 指定景点中选择5处：优惠20% ※ 指定景点：草芝镇、德津镇、广城堡、甲串墩、高丽宫址、和平展望台、花纹席文化馆、博物馆、摩尼山、泥滩中心、涵虚洞天 ※ 优惠后总体金额低于100韩元的部分不做计算 / 选择8处以上景点时，入场券可使用两天可用设施 [1层] 管理室、统一许愿室、休息室及餐厅、纪念品商店 [2层] 展厅、朝鲜土地展望室(试听教室) [3层] 朝鲜土地展望室(试听教室)、户外屋顶展望台 [地下1层 4层] 军队专用设施 [户外] 望拜坛  ※ 进入展望台时需先经过安检  仅以车辆驾驶员1人作为代表，对其身份证件进行核实后予以颁发通行证，持证入场设施使用费 [望远镜] 500韩元 (1次使用时间为2分钟)停车费 免费卫生间 有韩语信息服务[展望台解说时间]10:00~11:00 / 11:00~12:00 / 12:20~13:00 / 13:00~14:00 / 14:00~15:00 / 15:00~16:00 / 16:00~17:00 (共7次)翻译服务不提供外语咨询服务韩国人预约信息团体参观需提前预约宠物同行 不可以
505,江华隐岩自然博物馆(강화 은암자연사박물관),仁川广域市江华郡松海面阳五里632-4号,##한국#관광지#관광명소#여행지,032-934-8872∼3,,,http://tong.visitkorea.or.kr/cms/resource/40/1579240_image2_1.jpg,,,
506,仁川艺术平台(인천아트플랫폼),仁川广域市中区济物梁路218号街3(海岸洞1街),##한국#관광지#관광명소#여행지,+82-32-760-1000,,,http://tong.visitkorea.or.kr/cms/resource/37/1194037_image2_1.jpg,,,
507,仁川儿童博物馆(인천어린이박물관),仁川广域市南区买召忽路618(文鹤洞)인천광역시 미추홀구 매소홀로 618 (문학동),##한국#관광지#관광명소#여행지,仁川儿童博物馆 +82-32-432-5600,,,http://tong.visitkorea.or.kr/cms/resource/19/1578919_image2_1.jpg,,,
508,江华市外巴士客运站(강화시외버스터미널),仁川江华郡江华邑南山里인천광역시 강화군 강화읍 중앙로 43,##한국#관광지#관광명소#여행지,1330 (手机 032-1330) (韩、英、日、中),,,http://tong.visitkorea.or.kr/img/vk/chs/board/noimg.jpg,,,      江华市外巴士客运站位于江华郡内，这里有郡内巴士运行，并且还通往新村、外浦里(普门寺)、花岛(传灯寺)、清州、大田、光州、安养等地，前往忠南大田、忠北清州、全南光州的巴士，最好通过电话确认车辆班次。      交通：在首尔新村地铁站现代百货商店的新村巴士乘车点(江华运输巴士客运站)乘坐前往江华的巴士，所需时间约为1小时30分钟，直达巴士分为江华方向的和花岛方向的，乘车之前请确认。并且，首尔的交通卡也可以使用。主要路线及时间表 (2010.1.1 基准)
509,仁川综合巴士客运站(인천종합버스터미널),仁川广域市南区延南路35(官校洞)인천광역시 미추홀구 연남로 35 (관교동),##한국#관광지#관광명소#여행지,www.ictr.or.kr(Korean only),,,http://tong.visitkorea.or.kr/cms/resource/69/740969_image2_1.jpg,,,
510,厚浦港船首浦口(후포항 선수포구),仁川广域市江华郡华道面海岸南路2903号街인천광역시 강화군 화도면 해안남로2903번길,##한국#관광지#관광명소#여행지,咨询处 +82-32-932-5464,http://www.ganghwa.go.kr,,http://tong.visitkorea.or.kr/cms/resource/13/217513_image2_1.jpg,,,
511,沿岸码头凉拌青鳞鱼生鱼片街(연안부두 밴댕이회무침거리),仁川广域市中区沿岸码头路24-1(港洞7街)인천광역시 중구 연안부두로 24-1 (항동7가),##한국#관광지#관광명소#여행지,月尾公园咨询处 +82-32-765-4169,http://itour.incheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/61/2514061_image2_1.jpg,,,
512,掘业岛(굴업도),仁川广域市瓮津郡德积面掘业路128-29인천광역시 옹진군 덕적면 굴업로 128-29,##한국#관광지#관광명소#여행지,德积面 +82-32-899-3710,,,http://tong.visitkorea.or.kr/cms/resource/71/1825371_image2_1.jpg,,,      位于仁川德积岛西南方的掘业岛素有德积岛的“防波岛”之称，由于岛屿形似一个弯腰劳作的人，故而被命名为掘业岛。      最近，掘业岛的部分区域将要被指定为天然纪念物。经海潮、波浪、海风的相互作用，岛屿才有了如今独特的海岸地貌，在德积岛附近众多的岛屿中，这里的自然景观首屈一指。      掘业岛的北部海岸和附近的无人岛白牙岛等均由奇岩怪石组成，海岸景色十分优美。并且这里的比目鱼、六线鱼、石斑鱼等鱼类资源丰富，吸引了大批垂钓爱好者前来游玩。另外，掘业岛上散养的黑山羊也非常有名，可用作药引使用。这里在韩国西海岸的众多岛屿之中，景色堪称一流。从码头向岛的西部步行15分钟，即可到达“联陆沙滨”，这里的岩石在海浪的冲击下，形状奇特，其中最著名的当属大象岩。岛屿沿线长达600米的美丽白沙滩目前仍鲜为人知，幽雅寂静，非常适合喜欢安静的游客在此进行海边度假。
513,松岛会展中心(송도컨벤시아),仁川广域市延寿区中心路123(松岛洞)인천광역시 연수구 센트럴로 123 (송도동),##한국#관광지#관광명소#여행지,+82-32-210-1114,,,http://tong.visitkorea.or.kr/cms/resource/94/1180794_image2_1.jpg,,,      松岛国际会展中心配有最尖端的网络设施，整个建筑分为地下1层，地上4层，是一座面积达54000㎡的国际级会展中心。      展示场中设有450个展台，可以举行各种展示会、公演和特别活动等，各种面积不一的会议室里都配有无线网络、声控照相机、LCD设备等尖端多媒体设施，最多可容纳2000余人。此外，这里可举行宴会、家庭聚会、婚礼等各种形式的活动，无论规模大小，都可提供令人满意的服务，完善的设施将为客人带去便利。      松岛国际会展中心离仁川国际机场约15分钟车程，从首尔到会展中心约需60分钟，既适合展开商务活动又适于就近到首尔/京畿地区进行短途旅行。会展中心周围还有6座特级酒店及百货店、购物中心等休娱乐休闲设施。中心的独特外观，令人联想起澳大利亚的悉尼歌剧院，内部高品位的装潢设计可谓是美伦美幻，经常在各种公演、时尚秀中被用作拍摄背景。规模 地下1层、地上4层建筑面积 54128㎡ 占地面积 102166㎡ 展示面积 8416㎡主要设施 展示馆、户外展示场、贵宾间、会议室、宴会厅等附带设施 餐厅、便利店、休闲大厅、咖啡厅、旅游翻译服务中心(英语、日语)洗手间 有停车设施 可以停车停车费用 小型车 : 基本30分钟 600韩元 / 每追加15分钟 300韩元 / 一日停车 6000韩元  大型车 : 基本30分钟 1200韩元 / 每追加15分钟 600韩元 / 一日停车 12000韩元 残疾人、国家有功者、轻型车：优惠50%信息提供 信息提供者 : 松岛会展中心
514,月尾公园(월미공원),仁川广域市中区月尾路329(北城洞1街)인천광역시 중구 월미로 329 (북성동1가),##한국#관광지#관광명소#여행지,月尾公园事业所 +82-32-765-4133,http://wolmi.incheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/85/1577685_image2_1.jpg,,,      大海、苍山环绕，传统气息浓郁的月尾公园曾有军队在此驻扎了50余年，这里一度为禁止通行区域。直至2001年9月，仁川市政府从国防部要回其管理权后，将这里改建成了一处公园。       月尾公园一带的自然生态环境保存得十分完好，拥有悠久的历史背景，是一处集自然生态和历史文化于一体的公园。尤其是在传统庭园内的养真堂(北村的代表性宗宅)、潇洒园(韩国具有代表性的庭园)、传统莲池(芙蓉池、爱莲池，位于昌德宫后苑的荷花池)等仿古建筑都堪称是庭园中的瑰宝。      此外，月尾山山顶的展望台也向市民免费开放，该展望台是眺望仁川国际机场和仁川港的最佳位置。同时，月尾公园还是一处学生户外教学、市民休闲娱乐的好去处。利用时间 夏季(3~10月) 05:00~23:00(入场截止至22:00)冬季(11~2月) 05:00~22:00(入场截止至21:00)韩国传统庭园地区 09:00~20:00停车设施 可以停车入场费 免费可用设施 * 韩国传统庭园 - 养真堂、菊潭园、芙蓉池、济物浦广角、瑞石池、爱莲池 * 玻璃展望台 * 月尾城 * 韩国移民史博物馆 * 多功能运动场 * 月尾公园游园车(无污染电动车，14人座，2台) - 运行时间 : 10:00~17:00(每隔15分钟运行/午餐时间12:00~13:00除外) - 运行区间 : 月尾公园咨询处→月尾三岔口→墩台广场→山顶广场 ※ 返程时，游园车行驶的方向与来时正好相反设施使用费 [月尾公园游园车]成人 - (往返) 1500韩元 / (单程) 1000韩元儿童 - (往返) 800韩元 / (单程) 500韩元 ※ 4周岁以下免费卫生间 有婴儿车租借 不租借宠物同行 不可以
515,仁川大桥(인천대교),仁川广域市中区仁川大桥高速道路3(云南洞)인천광역시 중구 인천대교고속도로 3 (운남동),##한국#관광지#관광명소#여행지,仁川大桥(株) +82-32-745-8200,www.incheonbridge.com,,http://tong.visitkorea.or.kr/cms/resource/90/1581990_image2_1.jpg,,,      仁川大桥全长21.38km，是韩国规模最大，桥身最长的桥梁，在世界排名第七。整个桥梁往返拥有6个车道，其最大的亮点在于桥身主塔的高度为230.5米，可与63大厦相媲美。仁川大桥与国际商务之都松岛和仁川国际机场相连通，前往世界级物流复合园地永宗岛仅需20分钟车程，同时，它也大大地缩短了前往仁川国际机场的时间。随着仁川大桥的建成，原本的仁川大桥宣传馆停止营业，取而代之的是仁川大桥纪念馆的开馆运营。管理者 (株)仁川大桥开放日 2009年10月16日开通外景地信息电视剧“雅典娜：战争女神”外景地体验活动/项目 [仁川大桥纪念馆] 冬季 (11月 ~ 3月) - 10:00 ~ 17:00 / 周一休馆(中秋、春季当天休馆，连休中的周一正常营业，次日休馆) 夏季 (4月 ~ 10月) - 10:00 ~ 18:00 门票  : 免费 预约方法 : 团体需一周前通过网络进行预约，一般游客无需预约 咨询 : +82-32-745-8123  [保护动物项目] * 尊重生命项目  日期 : 每周四·周六 / 15:00 ~ 17:00 内容 : 保护动物教育、游戏、参观动物救护之家、参观仁川大桥纪念馆 对象 : 小学生，每组8 ~ 12名  预约 : 需提前预约(+82-32-745-8195) ※ 酷暑(7~8月)、严寒(12~2月)每周仅周四运营一次设施使用费 [仁川大桥过路费]轻型车 (排气量1000cc以下的车辆) 3100韩元  小型车 (2轴车辆轮辐不超过279.4mm) 6200韩元   中型车 (2轴车辆轮辐279.4mm以上) 10500韩元   大型车 (3轴以上车辆) 13600韩元  ※ 过路费优惠及减免信息请在官网上进行确认
516,仁川港客运站(인천항여객터미널),仁川市中区沿岸埠头路88인천광역시 중구 연안부두로 88 (항동7가),##한국#관광지#관광명소#여행지,www.icferry.or.kr(Korean only)Dom.icferry.or.kr(Korean only),,,http://tong.visitkorea.or.kr/cms/resource/70/625070_image2_1.jpg,,,
517,江华支石墓[联合国教科文组织世界文化遗产]강화 고인돌 [유네스코 세계문화유산],仁川江华郡河岾面富近里인천 강화군 하점면 부근리 317번지,##한국#관광지#관광명소#여행지,支石墓管理实务所 032-933-3624,http://tour.ganghwa.incheon.kr/,,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image2_1.jpg,,,
518,仁川国际机场韩国传统文化中心(인천국제공항 한국전통문화센터),仁川广域市中区机场路272仁川国际机场内旅客客运楼免税区3楼东西侧(2处)，航站楼3楼中央西侧(1处)인처시 중구 공항로 272 인천국제공항 내 여객터미널 면세구역 3층 동서편(2개소)탑승동 3층 중앙서편(1개소),##한국#관광지#관광명소#여행지,+82-32-743-0357(东馆) +82-32-743-0359(西馆) +82-32-741-3215(航站楼东馆),www.airport.kr,,http://tong.visitkorea.or.kr/cms/resource/83/709483_image2_1.jpg,,,      仁川国际机场为向访韩游客介绍及宣扬韩国的传统文化，特设韩国传统文化中心。传统文化中心分别位于机场旅客客运楼3楼的东西两侧，以及航站楼3楼中央的西侧，游客可通过这里观看韩国国乐演出、参与手工艺及韩服体验，购买心仪的传统文化商品。体验活动/项目 - 传统工艺体验 : 体验制作韩纸、丹青、螺钿、民画等 - 传统韩服体验 :  试穿各种类型的韩服，进行拍照留念 - 国乐常设公演 : 散调、歌曲、合奏等室内音乐 - 文化商品销售 : 出售由重要无形文化财大师制作的商品 ※仅限外国游客使用，免费利用时间 07:00~22:00 / 年中无休停车设施 可以停车残疾人设施 残疾人轮椅租借、专用卫生间、专用停车场(利用仁川机场设施)翻译服务提供英语、日语、汉语咨询服务婴儿车租借 利用机场设施宠物同行 不可以
519,燕尾亭(연미정),仁川江华郡江华邑月串里인천광역시 강화군 강화읍 월곳리 242,##한국#관광지#관광명소#여행지,仁川综合观光介绍所 032-1330,www.ganghwa.go.krwww.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/12/217512_image2_1.jpg,,,
520,SKY72(스카이72),仁川广域市中区云西洞2029-1,##한국#관광지#관광명소#여행지,www.sky72.com (Korean English Japanese Chinese),,,http://tong.visitkorea.or.kr/img/vk/chs/board/noimg.jpg,,,
521,仁川登陆战纪念馆(인천상륙작전기념관),仁川广域市延寿区清凉路138(玉莲洞)인천광역시 연수구 청량로 138 (옥련동),##한국#관광지#관광명소#여행지,仁川登陆战纪念馆 +82-32-832-0915,,,http://tong.visitkorea.or.kr/cms/resource/08/1577608_image2_1.jpg,,,
522,龙游岛 马嘶鞍海滩(용유도 마시안해변),仁川广域市中区马嘶鞍路118(德桥洞)인천광역시 중구 마시란로 118 (덕교동),##한국#관광지#관광명소#여행지,咨询中心 +82-32-746-3093,http://www.masian.co.kr,,http://tong.visitkorea.or.kr/cms/resource/56/1577656_image2_1.jpg,,,
523,乙旺里海水浴场(을왕리해수욕장),仁川广域市中区乙旺里13号街15（乙旺洞）인천광역시 중구 을왕로13번길 15 (을왕동),##한국#관광지#관광명소#여행지,仁川综合观光咨询处 +82-32-832-3031 乙旺里海水浴场繁荣会办公室 +82-32-746-4112 ※ 繁荣会办公室仅在海水浴场开场期间内运营, www.icjg.go.kr/tour ,,http://tong.visitkorea.or.kr/cms/resource/24/1784824_image2_1.jpg,,,
524,仁川中国城(인천 차이나타운),仁川中区善邻洞、北城洞一带인천광역시 중구 차이나타운로52번길 14 (북성동2가),##한국#관광지#관광명소#여행지,仁川站旅游咨询处 +82-32-777-1330,http://www.ichinatown.or.kr,,http://tong.visitkorea.or.kr/cms/resource/67/636867_image2_1.jpg,,,      仁川中国城是在1883年仁川港开埠，1884年该地区被指定为清政府治外法权地后而逐渐形成的华人聚居地。过去这里销售中国产品的商店较多，但目前大都是中餐馆。      现在居住在中国城的华人大都是早期移民的第二代或第三代后裔。中国的传统文化在这里历经几代人的变迁后已经变得较为淡薄，但中国城内中国菜的味道却非常正宗，仍让人能感受到一份来自中国的浓浓香韵。旅游路线信息* A：中国城旅游路线 仁川站 → 第一牌楼 → 公营停车场入口 → 北城洞自治中心前 → 延庆 → Sky Hill→ 第三牌楼→义善堂  → 中国城1路 → 中国城3路 → 第二牌楼 → 淸·日租界地境界台阶→ 中国城2路→ 华侨中山学校→ 三国志壁画街(约需60分) →从这里回到仁川站去月尾岛或继续前往自由公园进行参观 * B : 中国城 + 自由公园旅游路线 A路线终点三国志壁画街 → 八角亭→ 韩美建交100周年纪念塔→ 自由公园广场 →麦克阿瑟将军铜像→ 仁朱美术馆→ 虹霓门 → 大韩成功会仁川内洞教会(增加的路线约需30分钟 整个行程约需90分钟)  * C : 中国城 + 近代建筑物探访路线 A路线终点三国志壁画街 → 淸·日租界地境界台阶 → 旧日本第一银行 → 中区厅 → 旧日本第18银行→ 旧日本第58银行 →新浦公演停车场→ 旧仁川邮局 → 沓洞4街 → 沓洞圣堂(增加的路线约需30分钟 整个行程约需90分钟)  * D 旅游路线 韩中文化馆→ 艺术站台→日本银行街→ 日本领事馆(现中区厅)→ 新浦铜像店→成功会→ 内里教会→ 沓洞圣堂(约需2小时)停车设施 可以停车入场费 免费卫生间 请使用仁川站或各餐厅内的卫生间翻译服务旅游咨询热线：+82-32-810-2846 +82-32-1330 (中，英，日)韩语信息服务旅游咨询热线：+82-32-810-2846 +82-32-1330宠物同行 餐厅和商店不得入内
